index,product_SMILES,route_name,routescore,visited_nodes
87,Fc1cc(-c2ccsc2-c2cccc3cccc(-c4sccc4-c4ccnc(F)c4)c23)ccn1,1,57563.529051761754,"[5160, 1262, 37, 3861, 3862, 3949, 8, 12, 3861, 3862]"
88,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3sccc3-c3ccnc(F)c3)ccc2-c2ccc(-c3sccc3-c3ccnc(F)c3)cc21,1,58442.39303568992,"[5161, 1262, 38, 3861, 3862, 3949, 8, 12, 3861, 3862]"
89,Fc1cc(-c2ccsc2-c2c(F)c(F)c(-c3sccc3-c3ccnc(F)c3)c3nsnc23)ccn1,1,57823.248929262074,"[5162, 1262, 39, 3861, 3862, 3949, 8, 12, 3861, 3862]"
90,C[Si](C)(c1ccc(-c2sccc2-c2ccnc(F)c2)cc1)c1ccc(-c2sccc2-c2ccnc(F)c2)cc1,1,5737075.367245325,"[5163, 1262, 40, 3861, 3862, 7753, 3881, 3882, 3883, 3949, 8, 12, 3861, 3862]"
91,Fc1cc(-c2ccsc2-c2ccc3nc4ccc(-c5sccc5-c5ccnc(F)c5)cc4nc3c2)ccn1,1,62938.79611215406,"[5164, 1262, 41, 3861, 3862, 3949, 8, 12, 3861, 3862]"
92,C[Si](C)(c1ccccc1-c1sccc1-c1ccnc(F)c1)c1ccccc1-c1sccc1-c1ccnc(F)c1,1,7931572.779612566,"[5147, 1262, 3884, 3861, 3862, 7752, 3878, 3879, 3880, 42, 7751, 3875, 3876, 3877, 3949, 8, 12, 3861, 3862]"
93,Fc1cc(-c2ccsc2-c2ccc(-c3sccc3-c3ccnc(F)c3)nc2)ccn1,1,57024.76530634574,"[5148, 1262, 43, 3861, 3862, 3949, 8, 12, 3861, 3862]"
94,Fc1cc(-c2ccsc2-c2cc(-n3c4ccccc4c4ccccc43)c(-c3sccc3-c3ccnc(F)c3)cc2-n2c3ccccc3c3ccccc32)ccn1,1,21469817.769699648,"[7600, 1270, 45, 3866, 5154, 1262, 31, 3861, 3862, 3949, 8, 12, 3861, 3862]"
95,Fc1cc(-c2cccc(-c3cc(-c4cccc(-c5ccnc(F)c5)c4)c4ccccc4c3)c2)ccn1,1,59143.92546942228,"[5077, 1186, 26, 3861, 3862, 3945, 8, 23, 3861, 3862]"
96,Fc1cc(-c2cccc(-c3cc(Cl)c(-c4cccc(-c5ccnc(F)c5)c4)s3)c2)ccn1,1,59749.384206353294,"[5078, 1186, 27, 3861, 3862, 3945, 8, 23, 3861, 3862]"
