,not_matched
144,C[Si](C)(c1ccccc1-c1ccc(-c2ccc3ncccc3c2)s1)c1ccccc1-c1ccc(-c2ccc3ncccc3c2)s1
145,CC(C)(C)c1ccc2c(-c3cccnc3-c3cc(Cl)ccc3Cl)c3ccccc3c(-c3cccnc3-c3cc(Cl)ccc3Cl)c2c1
146,Clc1ccc(Cl)c(-c2cccc(-c3ccc(-c4cccc(-c5cc(Cl)ccc5Cl)c4-n4c5ccccc5c5ccccc54)nc3)c2-n2c3ccccc3c3ccccc32)c1
147,Fc1c(F)c(-c2cc(-c3cc(-n4c5ccccc5c5ccccc54)cc(-n4c5ccccc5c5ccccc54)c3)cc(C(F)(F)F)c2)c2nsnc2c1-c1cc(-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)cc(C(F)(F)F)c1
148,Clc1cc(Cl)c(-c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)c4ccccc34)cc2)cc1-c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)c3ccccc23)cc1
149,Fc1cc(-c2cccc(-c3c(F)c(F)c(-c4cccc(-c5ccnc(F)c5)c4)c4nsnc34)c2)ccn1
150,Cc1nc2c(-c3ccc(-c4ccc5c(ccn5C(=O)OC(C)(C)C)c4)cc3)c3nsnc3c(-c3ccc(-c4ccc5c(ccn5C(=O)OC(C)(C)C)c4)cc3)c2nc1C
151,c1cc2cc(-c3ccc4oc(-c5ccc(-c6cc7cc(-c8ccc9[nH]ccc9c8)ccc7o6)o5)cc4c3)ccc2[nH]1
152,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc4oc(-c5ccc([Si](C)(C)c6ccc(-c7cc8cc(-c9ccc%10c(ccn%10C(=O)OC(C)(C)C)c9)ccc8o7)cc6)cc5)cc4c3)ccc21
153,CC(C)(C)OC(=O)n1ccc2cc(-c3ncccc3-c3ccc(-c4cccnc4-c4ccc5c(ccn5C(=O)OC(C)(C)C)c4)o3)ccc21
154,Fc1cccc(-c2nccs2)c1-c1cccc2cccc(-c3c(F)cccc3-c3nccs3)c12
155,c1cc(-c2nccs2)c(-c2cc(-c3c(-c4nccs4)cccc3-n3c4ccccc4c4ccccc43)c3ccccc3c2)c(-n2c3ccccc3c3ccccc32)c1
156,FC(F)(F)c1cc(-c2ccc3oc(-c4cc(-c5ccc(-n6c7ccccc7c7ccccc76)c6ccccc56)cc(C(F)(F)F)c4)cc3c2)cc(-c2ccc(-n3c4ccccc4c4ccccc43)c3ccccc23)c1
157,Fc1c(F)c(-c2sccc2-c2nccs2)c2nsnc2c1-c1sccc1-c1nccs1
158,CC(C)(C)OC(=O)n1ccc2cc(-c3cc(-c4ccc(-c5cc(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)cc(C(F)(F)F)c5)nc4)cc(C(F)(F)F)c3)ccc21
159,CSc1cncc(-c2cccc(-c3cc(-c4cccc(-c5cncc(SC)c5)c4-n4c5ccccc5c5ccccc54)c4ccccc4c3)c2-n2c3ccccc3c3ccccc32)c1
160,Fc1cc(F)cc(-c2cccc(-c3c(F)c(F)c(-c4cccc(-c5cc(F)cc(F)c5)c4-n4c5ccccc5c5ccccc54)c4nsnc34)c2-n2c3ccccc3c3ccccc32)c1
161,Fc1cc(F)cc(-c2cccc(-c3cnc4nc(-c5cccc(-c6cc(F)cc(F)c6)c5)ccc4c3)c2)c1
162,C[Si](C)(c1ccccc1-c1cccnc1-c1ccc2c(ccn2-c2cnccn2)c1)c1ccccc1-c1cccnc1-c1ccc2c(ccn2-c2cnccn2)c1
163,CC(C)(C)OC(=O)n1ccc2cc(-c3ccsc3-c3cccc4cccc(-c5sccc5-c5ccc6c(ccn6C(=O)OC(C)(C)C)c5)c34)ccc21
164,C[Si](C)(c1ccccc1-c1cccc(-c2cc(Cl)ccc2Cl)c1)c1ccccc1-c1cccc(-c2cc(Cl)ccc2Cl)c1
165,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccnc(F)c1)OC(=O)C2
166,Fc1c(F)c(-c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)c4ccccc34)cc2)c2nsnc2c1-c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)c3ccccc23)cc1
167,CS(=O)(=O)c1cncc(-c2cccc(-n3c4ccccc4c4ccccc43)c2-c2cc(Cl)c(-c3c(-c4cncc(S(C)(=O)=O)c4)cccc3-n3c4ccccc4c4ccccc43)s2)c1
168,Fc1cccc(-c2cc(Cl)ccc2Cl)c1-c1cccc2cccc(-c3c(F)cccc3-c3cc(Cl)ccc3Cl)c12
169,Cn1ncc(-c2cncc(S(C)(=O)=O)c2)c1-c1cccc2cccc(-c3c(-c4cncc(S(C)(=O)=O)c4)cnn3C)c12
170,c1ccc(-c2sccc2-c2ccc3[nH]ccc3c2)c(Oc2ccccc2-c2sccc2-c2ccc3[nH]ccc3c2)c1
171,Fc1cccc(-c2nccs2)c1-c1cc(Cl)c(-c2c(F)cccc2-c2nccs2)s1
172,Fc1c(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)cccc1-c1cc(-c2cccc(-c3ccnc(-n4c5ccccc5c5ccccc54)c3)c2F)c2ccccc2c1
173,c1cnc(-n2ccc3cc(-c4ccc5oc(-c6ccc7nc8ccc(-c9cc%10cc(-c%11ccc%12c(ccn%12-c%12cnccn%12)c%11)ccc%10o9)cc8nc7c6)cc5c4)ccc32)cn1
174,CSc1cncc(-c2cccc(-c3ccc4c(c3)C3(c5ccccc5-c5ccccc53)c3cc(-c5cccc(-c6cncc(SC)c6)c5)ccc3-4)c2)c1
175,CSc1cncc(-c2cccc(-n3c4ccccc4c4ccccc43)c2-c2ccc(-c3c(-c4cncc(SC)c4)cccc3-n3c4ccccc4c4ccccc43)o2)c1
176,c1ccc2c(-c3sccc3-c3cc(-n4c5ccccc5c5ccccc54)cc(-n4c5ccccc5c5ccccc54)c3)cc(-c3sccc3-c3cc(-n4c5ccccc5c5ccccc54)cc(-n4c5ccccc5c5ccccc54)c3)cc2c1
177,Cc1nc2c(-c3ccc(-c4cc(F)cc(F)c4)cc3)c3nsnc3c(-c3ccc(-c4cc(F)cc(F)c4)cc3)c2nc1C
178,C[Si](C)(c1ccccc1-c1c(-c2ccc3[nH]ccc3c2)cccc1-n1c2ccccc2c2ccccc21)c1ccccc1-c1c(-c2ccc3[nH]ccc3c2)cccc1-n1c2ccccc2c2ccccc21
179,C[Si](C)(c1ccccc1-c1sccc1-c1cc(F)cc(F)c1)c1ccccc1-c1sccc1-c1cc(F)cc(F)c1
180,Clc1ccc(Cl)c(-c2ncccc2-c2ccccc2Oc2ccccc2-c2cccnc2-c2cc(Cl)ccc2Cl)c1
181,C[Si](C)(c1ccccc1-c1cc(-c2cncc(S(C)(=O)=O)c2)cc(C(F)(F)F)c1)c1ccccc1-c1cc(-c2cncc(S(C)(=O)=O)c2)cc(C(F)(F)F)c1
182,Clc1ccc(Cl)c(-c2cccc(-c3cc(-c4cccc(-c5cc(Cl)ccc5Cl)c4)c(Cl)cc3Cl)c2)c1
183,c1ccc2c(-n3c4ccccc4c4ccccc43)ccc(-c3ccc4oc(-c5ccc6nc7ccc(-c8cc9cc(-c%10ccc(-n%11c%12ccccc%12c%12ccccc%12%11)c%11ccccc%10%11)ccc9o8)cc7nc6c5)cc4c3)c2c1
184,c1cc(-c2cc3cc(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)ccc3o2)c2c(-c3cc4cc(-c5ccnc(-n6c7ccccc7c7ccccc76)c5)ccc4o3)cccc2c1
185,Fc1cc(F)cc(-c2cccc(F)c2-c2ccc(-c3c(F)cccc3-c3cc(F)cc(F)c3)o2)c1
186,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3sccc3-c3ccc(-n4c5ccccc5c5ccccc54)c4ccccc34)ccc2-c2ccc(-c3sccc3-c3ccc(-n4c5ccccc5c5ccccc54)c4ccccc34)cc21
187,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3c(-c4cncc(SC)c4)cccc3-n3c4ccccc4c4ccccc43)ccc2-c2ccc(-c3c(-c4cncc(SC)c4)cccc3-n3c4ccccc4c4ccccc43)cc21
188,FC(F)(F)c1cc(-c2ccc3c(c2)C2(c4ccccc4-c4ccccc42)c2cc(-c4cc(-c5ccc6[nH]ccc6c5)cc(C(F)(F)F)c4)ccc2-3)cc(-c2ccc3[nH]ccc3c2)c1
189,C[Si](C)(c1ccccc1-c1cccc(-c2ccnc(F)c2)c1-n1c2ccccc2c2ccccc21)c1ccccc1-c1cccc(-c2ccnc(F)c2)c1-n1c2ccccc2c2ccccc21
190,CC(C)(C)c1ccc2c(-c3ccc(-c4cncc(S(C)(=O)=O)c4)cc3)c3ccccc3c(-c3ccc(-c4cncc(S(C)(=O)=O)c4)cc3)c2c1
191,Fc1cc(F)cc(-c2cccc(F)c2-c2ccc3c(c2)C2(c4ccccc4-c4ccccc42)c2cc(-c4c(F)cccc4-c4cc(F)cc(F)c4)ccc2-3)c1
192,Fc1cc(F)cc(-c2cccc(F)c2-c2c(F)c(F)c(-c3c(F)cccc3-c3cc(F)cc(F)c3)c3nsnc23)c1
193,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-c4cccc5cccc(-c6cccc(-c7ccc8c(ccn8C(=O)OC(C)(C)C)c7)c6F)c45)c3F)ccc21
194,Fc1cc(-c2cccc(-c3ccc4nc5ccc(-c6cccc(-c7ccnc(F)c7)c6F)cc5nc4c3)c2F)ccn1
195,Fc1cccc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c1-c1ccccc1Oc1ccccc1-c1c(F)cccc1-c1ccnc(-n2c3ccccc3c3ccccc32)c1
196,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(F)c3-c3ccc([Si](C)(C)c4ccc(-c5c(F)cccc5-c5ccc6c(ccn6C(=O)OC(C)(C)C)c5)cc4)cc3)ccc21
197,Cc1nc2c(-c3cccc(-c4ccc5c(ccn5-c5cnccn5)c4)c3-n3c4ccccc4c4ccccc43)c3nsnc3c(-c3cccc(-c4ccc5c(ccn5-c5cnccn5)c4)c3-n3c4ccccc4c4ccccc43)c2nc1C
198,CSc1cncc(-c2ncccc2-c2c3nsnc3c(-c3cccnc3-c3cncc(SC)c3)c3nc(C)c(C)nc23)c1
199,Clc1cc(-c2cccc(-c3ccco3)c2)sc1-c1cccc(-c2ccco2)c1
200,c1csc(-c2ccsc2-c2ccc3oc(-c4sccc4-c4nccs4)cc3c2)n1
201,c1ccc2c(-c3ccc(-c4nccs4)cc3)cc(-c3ccc(-c4nccs4)cc3)cc2c1
202,Fc1cc(-c2cc(-c3cccc4cccc(-c5cc(-c6ccnc(F)c6)cc(C(F)(F)F)c5)c34)cc(C(F)(F)F)c2)ccn1
203,C[Si](C)(c1ccc(-c2ccc(-c3ccc4c(ccn4-c4cnccn4)c3)s2)cc1)c1ccc(-c2ccc(-c3ccc4c(ccn4-c4cnccn4)c3)s2)cc1
204,Cn1ncc(-c2cc(Cl)ccc2Cl)c1-c1cc(-c2c(-c3cc(Cl)ccc3Cl)cnn2C)c2ccccc2c1
205,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-c4cnc5nc(-c6cccc(-c7ccc8c(ccn8C(=O)OC(C)(C)C)c7)c6)ccc5c4)c3)ccc21
206,Cc1nc2c(-c3ccccc3-c3cncc(S(C)(=O)=O)c3)c3nsnc3c(-c3ccccc3-c3cncc(S(C)(=O)=O)c3)c2nc1C
207,CC(C)(C)c1ccc2c(-c3cccc(-c4cc(-n5c6ccccc6c6ccccc65)cc(-n5c6ccccc6c6ccccc65)c4)c3)c3ccccc3c(-c3cccc(-c4cc(-n5c6ccccc6c6ccccc65)cc(-n5c6ccccc6c6ccccc65)c4)c3)c2c1
208,Fc1c(-c2ccc3c(ccn3-c3cnccn3)c2)cccc1-c1cc(-c2cccc(-c3ccc4c(ccn4-c4cnccn4)c3)c2F)c(Cl)cc1Cl
209,Fc1ccc(-c2cc(-c3cc(-c4cc(-c5ccc(F)c6ccccc56)cc(C(F)(F)F)c4)c4ccccc4c3)cc(C(F)(F)F)c2)c2ccccc12
210,Cn1ncc(-c2ccco2)c1-c1ccc([Si](C)(C)c2ccc(-c3c(-c4ccco4)cnn3C)cc2)cc1
211,Fc1cc(-c2cccnc2-c2ccc(-n3c4ccccc4c4ccccc43)c3ccccc23)c(F)cc1-c1cccnc1-c1ccc(-n2c3ccccc3c3ccccc32)c2ccccc12
212,CSc1cncc(-c2ccsc2-c2cc(Cl)c(-c3sccc3-c3cncc(SC)c3)s2)c1
213,C[Si](C)(c1ccc(-c2sccc2-c2ccnc(F)c2)cc1)c1ccc(-c2sccc2-c2ccnc(F)c2)cc1
214,CS(=O)(=O)c1cncc(-c2cccc(-c3cc(-n4c5ccccc5c5ccccc54)c(-c4cccc(-c5cncc(S(C)(=O)=O)c5)c4F)cc3-n3c4ccccc4c4ccccc43)c2F)c1
215,CC(C)(C)c1ccc2c(-c3cccnc3-c3nccs3)c3ccccc3c(-c3cccnc3-c3nccs3)c2c1
216,Clc1cc(Cl)c(-c2sccc2-c2ccc(-n3c4ccccc4c4ccccc43)c3ccccc23)cc1-c1sccc1-c1ccc(-n2c3ccccc3c3ccccc32)c2ccccc12
217,c1ccc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c(-c2ccc(-c3ccccc3-c3ccnc(-n4c5ccccc5c5ccccc54)c3)nc2)c1
218,Fc1cc(-c2c(F)cccc2-c2ccc3[nH]ccc3c2)c(F)cc1-c1c(F)cccc1-c1ccc2[nH]ccc2c1
219,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc(-c4cc(-c5ccc(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)cc5)c(Cl)cc4Cl)cc3)ccc21
220,Fc1cc(F)cc(-c2cccc(-n3c4ccccc4c4ccccc43)c2-c2ccc3oc(-c4c(-c5cc(F)cc(F)c5)cccc4-n4c5ccccc5c5ccccc54)cc3c2)c1
221,CS(=O)(=O)c1cncc(-c2cccc(-c3cnc4nc(-c5cccc(-c6cncc(S(C)(=O)=O)c6)c5F)ccc4c3)c2F)c1
222,CC(C)(C)c1ccc2c(-c3ccccc3-c3cc(-n4c5ccccc5c5ccccc54)cc(-n4c5ccccc5c5ccccc54)c3)c3ccccc3c(-c3ccccc3-c3cc(-n4c5ccccc5c5ccccc54)cc(-n4c5ccccc5c5ccccc54)c3)c2c1
223,c1ccc2c(c1)c1ccccc1n2-c1cc(-c2ccc(-c3ccc4nc5ccc(-c6ccc(-c7ccnc(-n8c9ccccc9c9ccccc98)c7)cc6)cc5nc4c3)cc2)ccn1
224,CS(=O)(=O)c1cncc(-c2cc(-c3cc(-c4cc(-c5cncc(S(C)(=O)=O)c5)cc(C(F)(F)F)c4)c(Cl)cc3Cl)cc(C(F)(F)F)c2)c1
225,Fc1ccc(-c2ccc3oc(-c4ccc5oc(-c6cc7cc(-c8ccc(F)c9ccccc89)ccc7o6)cc5c4)cc3c2)c2ccccc12
226,c1cnc(-n2ccc3cc(-c4ccsc4-c4ccc(-c5sccc5-c5ccc6c(ccn6-c6cnccn6)c5)o4)ccc32)cn1
227,Clc1ccc(Cl)c(-c2ccc3oc(-c4cnc5nc(-c6cc7cc(-c8cc(Cl)ccc8Cl)ccc7o6)ccc5c4)cc3c2)c1
228,Clc1ccc(Cl)c(-c2cccc(-n3c4ccccc4c4ccccc43)c2-c2ccccc2Oc2ccccc2-c2c(-c3cc(Cl)ccc3Cl)cccc2-n2c3ccccc3c3ccccc32)c1
229,CSc1cncc(-c2ccccc2-c2ccc3c(c2)C2(c4ccccc4-c4ccccc42)c2cc(-c4ccccc4-c4cncc(SC)c4)ccc2-3)c1
230,c1cc(-c2ccc3[nH]ccc3c2)cc(-c2ccc3nc4ccc(-c5cccc(-c6ccc7[nH]ccc7c6)c5)cc4nc3c2)c1
231,C[Si](C)(c1ccc(-c2sccc2-c2nccs2)cc1)c1ccc(-c2sccc2-c2nccs2)cc1
232,C[Si](C)(c1ccc(-c2sccc2-c2ccco2)cc1)c1ccc(-c2sccc2-c2ccco2)cc1
233,Fc1ccc(-c2ccc(-c3cc(Cl)c(-c4ccc(-c5ccc(F)c6ccccc56)s4)s3)s2)c2ccccc12
234,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3c(F)cccc3-c3ccc(F)c4ccccc34)ccc2-c2ccc(-c3c(F)cccc3-c3ccc(F)c4ccccc34)cc21
235,c1ccc(-c2cccnc2-c2ccc3ncccc3c2)c(Oc2ccccc2-c2cccnc2-c2ccc3ncccc3c2)c1
236,C[Si](C)(c1ccc(-c2ccc(-c3ccco3)cc2)cc1)c1ccc(-c2ccc(-c3ccco3)cc2)cc1
237,c1coc(-c2ccc3oc(-c4ccccc4Oc4ccccc4-c4cc5cc(-c6ccco6)ccc5o4)cc3c2)c1
238,CSc1cncc(-c2ccc3oc(-c4c5nsnc5c(-c5cc6cc(-c7cncc(SC)c7)ccc6o5)c5nc(C)c(C)nc45)cc3c2)c1
239,Fc1cccc(-c2ccc(-n3c4ccccc4c4ccccc43)c3ccccc23)c1-c1ccc(-c2c(F)cccc2-c2ccc(-n3c4ccccc4c4ccccc43)c3ccccc23)nc1
240,C[Si](C)(c1ccc(-c2cc(-c3cc(F)cc(F)c3)cc(C(F)(F)F)c2)cc1)c1ccc(-c2cc(-c3cc(F)cc(F)c3)cc(C(F)(F)F)c2)cc1
241,Cn1ncc(-c2nccs2)c1-c1cc(Cl)c(-c2c(-c3nccs3)cnn2C)s1
242,Cn1ncc(-c2cc(Cl)ccc2Cl)c1-c1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(-c3c(-c4cc(Cl)ccc4Cl)cnn3C)ccc1-2
243,c1ccc2c(c1)c1ccccc1n2-c1cc(-c2ccc(-c3cc(-n4c5ccccc5c5ccccc54)c(-c4ccc(-c5cc(-n6c7ccccc7c7ccccc76)cc(-n6c7ccccc7c7ccccc76)c5)cc4)cc3-n3c4ccccc4c4ccccc43)cc2)cc(-n2c3ccccc3c3ccccc32)c1
244,CS(=O)(=O)c1cncc(-c2cc(-c3cc(-n4c5ccccc5c5ccccc54)c(-c4cc(-c5cncc(S(C)(=O)=O)c5)cc(C(F)(F)F)c4)cc3-n3c4ccccc4c4ccccc43)cc(C(F)(F)F)c2)c1
245,CC(C)(C)c1ccc2c(-c3ccc(-c4cc(F)cc(F)c4)cc3)c3ccccc3c(-c3ccc(-c4cc(F)cc(F)c4)cc3)c2c1
246,CS(=O)(=O)c1cncc(-c2cccc(-c3ccc4nc5ccc(-c6cccc(-c7cncc(S(C)(=O)=O)c7)c6F)cc5nc4c3)c2F)c1
247,c1cnc(-c2ccc3[nH]ccc3c2)c(-c2ccc(-c3cccnc3-c3ccc4[nH]ccc4c3)nc2)c1
248,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc4oc(-c5ccccc5[Si](C)(C)c5ccccc5-c5cc6cc(-c7ccc8c(ccn8C(=O)OC(C)(C)C)c7)ccc6o5)cc4c3)ccc21
249,CC(C)(C)c1ccc2c(-c3cccnc3-c3cc(-n4c5ccccc5c5ccccc54)cc(-n4c5ccccc5c5ccccc54)c3)c3ccccc3c(-c3cccnc3-c3cc(-n4c5ccccc5c5ccccc54)cc(-n4c5ccccc5c5ccccc54)c3)c2c1
250,Clc1ccc(Cl)c(-c2cccc(-c3cccc4cccc(-c5cccc(-c6cc(Cl)ccc6Cl)c5)c34)c2)c1
251,Fc1cccc(-c2ccc3c(ccn3-c3cnccn3)c2)c1-c1ccccc1Oc1ccccc1-c1c(F)cccc1-c1ccc2c(ccn2-c2cnccn2)c1
252,C[Si](C)(c1ccccc1-c1cc2cc(-c3ccnc(F)c3)ccc2o1)c1ccccc1-c1cc2cc(-c3ccnc(F)c3)ccc2o1
253,CS(=O)(=O)c1cncc(-c2ccsc2-c2ccc3c(c2)C2(c4ccccc4-c4ccccc42)c2cc(-c4sccc4-c4cncc(S(C)(=O)=O)c4)ccc2-3)c1
254,c1cc(-c2nccs2)c(-c2ccc(-c3c(-c4nccs4)cccc3-n3c4ccccc4c4ccccc43)nc2)c(-n2c3ccccc3c3ccccc32)c1
255,Fc1c(F)c(-c2cccnc2-c2ccco2)c2nsnc2c1-c1cccnc1-c1ccco1
256,CC(C)(C)c1ccc2c(-c3sccc3-c3nccs3)c3ccccc3c(-c3sccc3-c3nccs3)c2c1
257,Cn1ncc(-c2ccc3c(ccn3-c3cnccn3)c2)c1-c1ccc2oc(-c3c(-c4ccc5c(ccn5-c5cnccn5)c4)cnn3C)cc2c1
258,Clc1cc(-c2cc3cc(-c4ccc(-n5c6ccccc6c6ccccc65)c5ccccc45)ccc3o2)sc1-c1cc2cc(-c3ccc(-n4c5ccccc5c5ccccc54)c4ccccc34)ccc2o1
259,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3cccc(-c4cc(F)cc(F)c4)c3)ccc2-c2ccc(-c3cccc(-c4cc(F)cc(F)c4)c3)cc21
260,Clc1ccc(Cl)c(-c2ccccc2-c2cc(-c3ccccc3-c3cc(Cl)ccc3Cl)c(Cl)cc2Cl)c1
261,c1cnc(-n2ccc3cc(-c4ccc(-c5cnc6nc(-c7ccc(-c8ccc9c(ccn9-c9cnccn9)c8)cc7)ccc6c5)cc4)ccc32)cn1
262,c1ccc(-c2cc(-c3ccccc3-c3cc(-n4c5ccccc5c5ccccc54)cc(-n4c5ccccc5c5ccccc54)c3)c3ccccc3c2)c(-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)c1
263,C[Si](C)(c1ccccc1-c1cccc(-c2ccco2)c1-n1c2ccccc2c2ccccc21)c1ccccc1-c1cccc(-c2ccco2)c1-n1c2ccccc2c2ccccc21
264,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3c(-c4ccc(F)c5ccccc45)cccc3-n3c4ccccc4c4ccccc43)ccc2-c2ccc(-c3c(-c4ccc(F)c5ccccc45)cccc3-n3c4ccccc4c4ccccc43)cc21
265,c1cc(-c2ccc(-c3cccc(-c4nccs4)c3)o2)cc(-c2nccs2)c1
266,CC(C)(C)OC(=O)n1ccc2cc(-c3cc(-c4cc(F)c(-c5cc(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)cc(C(F)(F)F)c5)cc4F)cc(C(F)(F)F)c3)ccc21
267,c1cc(-c2ccc(-c3ccc(-n4c5ccccc5c5ccccc54)c4ccccc34)cc2)c2c(-c3ccc(-c4ccc(-n5c6ccccc6c6ccccc65)c5ccccc45)cc3)cccc2c1
268,Fc1ccc(-c2cc(-c3cc(-n4c5ccccc5c5ccccc54)c(-c4cc(-c5ccc(F)c6ccccc56)cc(C(F)(F)F)c4)cc3-n3c4ccccc4c4ccccc43)cc(C(F)(F)F)c2)c2ccccc12
269,CSc1cncc(-c2ccc(-c3cc(-n4c5ccccc5c5ccccc54)c(-c4ccc(-c5cncc(SC)c5)s4)cc3-n3c4ccccc4c4ccccc43)s2)c1
270,Cc1nc2c(-c3cccc(-c4ccc5[nH]ccc5c4)c3F)c3nsnc3c(-c3cccc(-c4ccc5[nH]ccc5c4)c3F)c2nc1C
271,Clc1ccc(Cl)c(-c2ccc3oc(-c4ccccc4Oc4ccccc4-c4cc5cc(-c6cc(Cl)ccc6Cl)ccc5o4)cc3c2)c1
272,Clc1cc(Cl)c(-c2ccc(-c3nccs3)s2)cc1-c1ccc(-c2nccs2)s1
273,c1cc(-c2cc3cc(-c4ccc(-n5c6ccccc6c6ccccc65)c5ccccc45)ccc3o2)c2c(-c3cc4cc(-c5ccc(-n6c7ccccc7c7ccccc76)c6ccccc56)ccc4o3)cccc2c1
274,C[Si](C)(c1ccccc1-c1cccc(-c2ccc(F)c3ccccc23)c1-n1c2ccccc2c2ccccc21)c1ccccc1-c1cccc(-c2ccc(F)c3ccccc23)c1-n1c2ccccc2c2ccccc21
275,Fc1ccc(-c2cccc(-n3c4ccccc4c4ccccc43)c2-c2cccc3cccc(-c4c(-c5ccc(F)c6ccccc56)cccc4-n4c5ccccc5c5ccccc54)c23)c2ccccc12
276,Clc1ccc(Cl)c(-c2ncccc2-c2cccc3cccc(-c4cccnc4-c4cc(Cl)ccc4Cl)c23)c1
277,CS(=O)(=O)c1cncc(-c2cc(-c3ccc4oc(-c5cc(-c6cncc(S(C)(=O)=O)c6)cc(C(F)(F)F)c5)cc4c3)cc(C(F)(F)F)c2)c1
278,Clc1cc(Cl)c(-c2cccnc2-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)cc1-c1cccnc1-c1cc(-n2c3ccccc3c3ccccc32)cc(-n2c3ccccc3c3ccccc32)c1
279,c1cc(-c2ccc3c(ccn3-c3cnccn3)c2)c(-c2cccc3cccc(-c4c(-c5ccc6c(ccn6-c6cnccn6)c5)cccc4-n4c5ccccc5c5ccccc54)c23)c(-n2c3ccccc3c3ccccc32)c1
280,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc(-c4cc(Cl)c(-c5ccc(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)cc5)s4)cc3)ccc21
281,CS(=O)(=O)c1cncc(-c2ccsc2-c2cccc3cccc(-c4sccc4-c4cncc(S(C)(=O)=O)c4)c23)c1
282,Clc1cc(Cl)c(-c2sccc2-c2ccnc(-n3c4ccccc4c4ccccc43)c2)cc1-c1sccc1-c1ccnc(-n2c3ccccc3c3ccccc32)c1
283,Fc1cc(F)cc(-c2ncccc2-c2ccccc2Oc2ccccc2-c2cccnc2-c2cc(F)cc(F)c2)c1
284,Fc1cc(-c2ccc(-c3ccnc(-n4c5ccccc5c5ccccc54)c3)s2)c(F)cc1-c1ccc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)s1
285,Fc1c(-c2ccc3[nH]ccc3c2)cccc1-c1ccc2nc3ccc(-c4cccc(-c5ccc6[nH]ccc6c5)c4F)cc3nc2c1
286,CC(C)(C)c1ccc2c(-c3cc(-c4ccc5c(ccn5-c5cnccn5)c4)cc(C(F)(F)F)c3)c3ccccc3c(-c3cc(-c4ccc5c(ccn5-c5cnccn5)c4)cc(C(F)(F)F)c3)c2c1
287,c1ccc(-c2nccs2)c(-c2cc(-c3ccccc3-c3nccs3)c3ccccc3c2)c1
288,Fc1cc(F)cc(-c2ncccc2-c2ccc3nc4ccc(-c5cccnc5-c5cc(F)cc(F)c5)cc4nc3c2)c1
289,CS(=O)(=O)c1cncc(-c2ccc(-c3ccc(-c4ccc(-c5cncc(S(C)(=O)=O)c5)s4)nc3)s2)c1
290,CSc1cncc(-c2ccccc2-c2ccccc2[Si](C)(C)c2ccccc2-c2ccccc2-c2cncc(SC)c2)c1
291,Clc1cc(-c2c(-c3ccc4c(ccn4-c4cnccn4)c3)cccc2-n2c3ccccc3c3ccccc32)sc1-c1c(-c2ccc3c(ccn3-c3cnccn3)c2)cccc1-n1c2ccccc2c2ccccc21
292,Cc1nc2c(-c3cc4cc(-c5cc(-n6c7ccccc7c7ccccc76)cc(-n6c7ccccc7c7ccccc76)c5)ccc4o3)c3nsnc3c(-c3cc4cc(-c5cc(-n6c7ccccc7c7ccccc76)cc(-n6c7ccccc7c7ccccc76)c5)ccc4o3)c2nc1C
293,Fc1cc(-c2ncccc2-c2ccc3oc(-c4cccnc4-c4ccnc(F)c4)cc3c2)ccn1
294,c1cc(-c2ccc(-n3c4ccccc4c4ccccc43)c3ccccc23)c(-c2cc(-n3c4ccccc4c4ccccc43)c(-c3c(-c4ccc(-n5c6ccccc6c6ccccc65)c5ccccc45)cccc3-n3c4ccccc4c4ccccc43)cc2-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c1
