,not_matched
3032,Fc1ccc(-c2ncccc2-c2cnc3nc(-c4cccnc4-c4ccc(F)c5ccccc45)ccc3c2)c2ccccc12
3033,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3c(-c4cncc(S(C)(=O)=O)c4)cnn3C)ccc2-c2ccc(-c3c(-c4cncc(S(C)(=O)=O)c4)cnn3C)cc21
3034,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-n4c5ccccc5c5ccccc54)c3-c3ccc4oc(-c5c(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)cccc5-n5c6ccccc6c6ccccc65)cc4c3)ccc21
3035,CS(=O)(=O)c1cncc(-c2ccccc2-c2ccc(-c3ccccc3-c3cncc(S(C)(=O)=O)c3)o2)c1
3036,Cc1nc2c(-c3ccc(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)cc3)c3nsnc3c(-c3ccc(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)cc3)c2nc1C
3037,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3sccc3-c3cc(Cl)ccc3Cl)ccc2-c2ccc(-c3sccc3-c3cc(Cl)ccc3Cl)cc21
3038,C[Si](C)(c1ccc(-c2cc3cc(-c4ccc5c(ccn5-c5cnccn5)c4)ccc3o2)cc1)c1ccc(-c2cc3cc(-c4ccc5c(ccn5-c5cnccn5)c4)ccc3o2)cc1
3039,C[Si](C)(c1ccccc1-c1cccc(-c2ccco2)c1F)c1ccccc1-c1cccc(-c2ccco2)c1F
3040,c1ccc2c(c1)-c1ccccc1C21c2cc(-c3ccc(-c4ccc(-n5c6ccccc6c6ccccc65)c5ccccc45)cc3)ccc2-c2ccc(-c3ccc(-c4ccc(-n5c6ccccc6c6ccccc65)c5ccccc45)cc3)cc21
3041,Cn1ncc(-c2ccc3[nH]ccc3c2)c1-c1cc(-c2c(-c3ccc4[nH]ccc4c3)cnn2C)c(Cl)cc1Cl
3042,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3sccc3-c3cncc(S(C)(=O)=O)c3)ccc2-c2ccc(-c3sccc3-c3cncc(S(C)(=O)=O)c3)cc21
3043,Fc1cc(F)cc(-c2cccc(-c3ccc(-c4cccc(-c5cc(F)cc(F)c5)c4)o3)c2)c1
3044,CS(=O)(=O)c1cncc(-c2cccc(-n3c4ccccc4c4ccccc43)c2-c2cc(-c3c(-c4cncc(S(C)(=O)=O)c4)cccc3-n3c4ccccc4c4ccccc43)c(Cl)cc2Cl)c1
3045,Fc1c(-c2ccc3c(c2)C2(c4ccccc4-c4ccccc42)c2cc(-c4cccc(-c5nccs5)c4F)ccc2-3)cccc1-c1nccs1
3046,FC(F)(F)c1cc(-c2ccc3[nH]ccc3c2)cc(-c2ccc3oc(-c4cc(-c5ccc6[nH]ccc6c5)cc(C(F)(F)F)c4)cc3c2)c1
3047,c1cnc2ccc(-c3ccc(-c4cc(-n5c6ccccc6c6ccccc65)c(-c5ccc(-c6ccc7ncccc7c6)s5)cc4-n4c5ccccc5c5ccccc54)s3)cc2c1
3048,Fc1cc(-c2sccc2-c2ccco2)c(F)cc1-c1sccc1-c1ccco1
3049,Fc1cc(F)cc(-c2cccc(-c3cc(-n4c5ccccc5c5ccccc54)c(-c4cccc(-c5cc(F)cc(F)c5)c4)cc3-n3c4ccccc4c4ccccc43)c2)c1
3050,Fc1cc(-c2c(F)cccc2-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c(F)cc1-c1c(F)cccc1-c1ccnc(-n2c3ccccc3c3ccccc32)c1
3051,Cc1nc2c(-c3cccnc3-c3ccc4[nH]ccc4c3)c3nsnc3c(-c3cccnc3-c3ccc4[nH]ccc4c3)c2nc1C
3052,Clc1cc(Cl)c(-c2cc3cc(-c4ccc5[nH]ccc5c4)ccc3o2)cc1-c1cc2cc(-c3ccc4[nH]ccc4c3)ccc2o1
3053,CSc1cncc(-c2cc(-c3ccccc3[Si](C)(C)c3ccccc3-c3cc(-c4cncc(SC)c4)cc(C(F)(F)F)c3)cc(C(F)(F)F)c2)c1
3054,FC(F)(F)c1cc(-c2cc(Cl)ccc2Cl)cc(-c2cc(-n3c4ccccc4c4ccccc43)c(-c3cc(-c4cc(Cl)ccc4Cl)cc(C(F)(F)F)c3)cc2-n2c3ccccc3c3ccccc32)c1
3055,Fc1c(-c2ccc3c(ccn3-c3cnccn3)c2)cccc1-c1cc(Cl)c(-c2cccc(-c3ccc4c(ccn4-c4cnccn4)c3)c2F)s1
3056,c1cnc(-c2nccs2)c(-c2ccc(-c3cccnc3-c3nccs3)nc2)c1
3057,C[Si](C)(c1ccc(-c2cccnc2-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)cc1)c1ccc(-c2cccnc2-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)cc1
3058,c1cc(-c2ccc3ncccc3c2)cc(-c2cc(-n3c4ccccc4c4ccccc43)c(-c3cccc(-c4ccc5ncccc5c4)c3)cc2-n2c3ccccc3c3ccccc32)c1
3059,c1cc(-c2ccc3ncccc3c2)c(-c2ccc(-c3c(-c4ccc5ncccc5c4)cccc3-n3c4ccccc4c4ccccc43)o2)c(-n2c3ccccc3c3ccccc32)c1
3060,Fc1cc(-c2cccc(-c3ccc(-n4c5ccccc5c5ccccc54)c4ccccc34)c2F)c(F)cc1-c1cccc(-c2ccc(-n3c4ccccc4c4ccccc43)c3ccccc23)c1F
3061,c1cc(-c2cnc3nc(-c4cccc(-c5ccc6c(ccn6-c6cnccn6)c5)c4-n4c5ccccc5c5ccccc54)ccc3c2)c(-n2c3ccccc3c3ccccc32)c(-c2ccc3c(ccn3-c3cnccn3)c2)c1
3062,Fc1c(F)c(-c2cccc(-c3ccco3)c2-n2c3ccccc3c3ccccc32)c2nsnc2c1-c1cccc(-c2ccco2)c1-n1c2ccccc2c2ccccc21
3063,FC(F)(F)c1cc(-c2ccco2)cc(-c2ccccc2Oc2ccccc2-c2cc(-c3ccco3)cc(C(F)(F)F)c2)c1
3064,Clc1ccc(Cl)c(-c2ccc(-c3ccc(-c4ccc(-c5cc(Cl)ccc5Cl)s4)nc3)s2)c1
3065,Cc1nc2c(-c3cc(-c4ccco4)cc(C(F)(F)F)c3)c3nsnc3c(-c3cc(-c4ccco4)cc(C(F)(F)F)c3)c2nc1C
3066,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-c4ccc(-c5cccc(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)c5F)nc4)c3F)ccc21
3067,Cc1nc2c(-c3c(-c4nccs4)cnn3C)c3nsnc3c(-c3c(-c4nccs4)cnn3C)c2nc1C
3068,Fc1cc(-c2sccc2-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)c(F)cc1-c1sccc1-c1cc(-n2c3ccccc3c3ccccc32)cc(-n2c3ccccc3c3ccccc32)c1
3069,c1ccc(-c2cc3cc(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)ccc3o2)c(Oc2ccccc2-c2cc3cc(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)ccc3o2)c1
3070,Fc1cc(F)cc(-c2cccc(-n3c4ccccc4c4ccccc43)c2-c2ccc(-c3c(-c4cc(F)cc(F)c4)cccc3-n3c4ccccc4c4ccccc43)o2)c1
3071,c1coc(-c2ccccc2-c2ccc3oc(-c4ccccc4-c4ccco4)cc3c2)c1
3072,c1coc(-c2ccc(-c3cc(-c4ccc(-c5ccco5)cc4)c4ccccc4c3)cc2)c1
3073,Fc1c(-c2ccco2)cccc1-c1cc(-c2cccc(-c3ccco3)c2F)c(Cl)cc1Cl
3074,Fc1c(-c2ccc3oc(-c4cccc(-c5ccc6c(ccn6-c6cnccn6)c5)c4F)cc3c2)cccc1-c1ccc2c(ccn2-c2cnccn2)c1
3075,Cc1nc2c(-c3c(-c4ccco4)cnn3C)c3nsnc3c(-c3c(-c4ccco4)cnn3C)c2nc1C
3076,C[Si](C)(c1ccccc1-c1sccc1-c1ccnc(-n2c3ccccc3c3ccccc32)c1)c1ccccc1-c1sccc1-c1ccnc(-n2c3ccccc3c3ccccc32)c1
3077,c1cc(-c2ccc3c(ccn3-c3cnccn3)c2)c(-n2c3ccccc3c3ccccc32)c(-c2cc(-n3c4ccccc4c4ccccc43)c(-c3cccc(-c4ccc5c(ccn5-c5cnccn5)c4)c3-n3c4ccccc4c4ccccc43)cc2-n2c3ccccc3c3ccccc32)c1
3078,Fc1ccc(-c2ccccc2-c2cnc3nc(-c4ccccc4-c4ccc(F)c5ccccc45)ccc3c2)c2ccccc12
3079,Fc1c(-c2cc(-c3cccc(-c4ccc5c(ccn5-c5cnccn5)c4)c3F)c3ccccc3c2)cccc1-c1ccc2c(ccn2-c2cnccn2)c1
3080,CSc1cncc(-c2ccc(-c3ccc4oc(-c5ccc(-c6cncc(SC)c6)s5)cc4c3)s2)c1
3081,Fc1c(F)c(-c2ccc(-c3cc(-n4c5ccccc5c5ccccc54)cc(-n4c5ccccc5c5ccccc54)c3)cc2)c2nsnc2c1-c1ccc(-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)cc1
3082,CSc1cncc(-c2ccc3oc(-c4cc(-n5c6ccccc6c6ccccc65)c(-c5cc6cc(-c7cncc(SC)c7)ccc6o5)cc4-n4c5ccccc5c5ccccc54)cc3c2)c1
3083,Cc1nc2c(-c3ccc(-c4cc(-n5c6ccccc6c6ccccc65)cc(-n5c6ccccc6c6ccccc65)c4)s3)c3nsnc3c(-c3ccc(-c4cc(-n5c6ccccc6c6ccccc65)cc(-n5c6ccccc6c6ccccc65)c4)s3)c2nc1C
3084,Cc1nc2c(-c3cc(-c4ccc5c(ccn5-c5cnccn5)c4)cc(C(F)(F)F)c3)c3nsnc3c(-c3cc(-c4ccc5c(ccn5-c5cnccn5)c4)cc(C(F)(F)F)c3)c2nc1C
3085,Clc1cc(-c2c(-c3ccc4ncccc4c3)cccc2-n2c3ccccc3c3ccccc32)sc1-c1c(-c2ccc3ncccc3c2)cccc1-n1c2ccccc2c2ccccc21
3086,Cn1ncc(-c2ccc3c(ccn3-c3cnccn3)c2)c1-c1cc(-n2c3ccccc3c3ccccc32)c(-c2c(-c3ccc4c(ccn4-c4cnccn4)c3)cnn2C)cc1-n1c2ccccc2c2ccccc21
3087,CSc1cncc(-c2ccsc2-c2ccc3oc(-c4sccc4-c4cncc(SC)c4)cc3c2)c1
3088,Fc1ccc(-c2cccc(-n3c4ccccc4c4ccccc43)c2-c2ccc3nc4ccc(-c5c(-c6ccc(F)c7ccccc67)cccc5-n5c6ccccc6c6ccccc65)cc4nc3c2)c2ccccc12
3089,Cn1ncc(-c2nccs2)c1-c1cc(F)c(-c2c(-c3nccs3)cnn2C)cc1F
3090,Cc1nc2c(-c3cccnc3-c3ccc4c(ccn4C(=O)OC(C)(C)C)c3)c3nsnc3c(-c3cccnc3-c3ccc4c(ccn4C(=O)OC(C)(C)C)c3)c2nc1C
3091,CSc1cncc(-c2cccc(-c3ccccc3[Si](C)(C)c3ccccc3-c3cccc(-c4cncc(SC)c4)c3F)c2F)c1
3092,Clc1cc(-c2cccc(-c3ccc4c(ccn4-c4cnccn4)c3)c2-n2c3ccccc3c3ccccc32)sc1-c1cccc(-c2ccc3c(ccn3-c3cnccn3)c2)c1-n1c2ccccc2c2ccccc21
3093,Cc1nc2c(-c3c(-c4ccco4)cccc3-n3c4ccccc4c4ccccc43)c3nsnc3c(-c3c(-c4ccco4)cccc3-n3c4ccccc4c4ccccc43)c2nc1C
3094,CSc1cncc(-c2cc(-c3cc(-c4cc(-c5cncc(SC)c5)cc(C(F)(F)F)c4)c(Cl)cc3Cl)cc(C(F)(F)F)c2)c1
3095,c1coc(-c2ccc(-c3ccccc3Oc3ccccc3-c3ccc(-c4ccco4)s3)s2)c1
3096,CS(=O)(=O)c1cncc(-c2ccsc2-c2cc(-c3sccc3-c3cncc(S(C)(=O)=O)c3)c(Cl)cc2Cl)c1
3097,Fc1cc(-c2cccc(-c3ccc(-c4cccc(-c5ccnc(F)c5)c4)o3)c2)ccn1
3098,Cc1nc2c(-c3ccccc3-c3ccc(-n4c5ccccc5c5ccccc54)c4ccccc34)c3nsnc3c(-c3ccccc3-c3ccc(-n4c5ccccc5c5ccccc54)c4ccccc34)c2nc1C
3099,Cc1nc2c(-c3ccc(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)s3)c3nsnc3c(-c3ccc(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)s3)c2nc1C
3100,CS(=O)(=O)c1cncc(-c2cccc(-c3cc(-c4cccc(-c5cncc(S(C)(=O)=O)c5)c4)c(Cl)cc3Cl)c2)c1
3101,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3cc(-c4cncc(S(C)(=O)=O)c4)cc(C(F)(F)F)c3)ccc2-c2ccc(-c3cc(-c4cncc(S(C)(=O)=O)c4)cc(C(F)(F)F)c3)cc21
3102,Fc1c(-c2ccc3oc(-c4cccc(-c5cc(Cl)ccc5Cl)c4F)cc3c2)cccc1-c1cc(Cl)ccc1Cl
3103,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-c4ccc5nc6ccc(-c7cccc(-c8ccc9c(ccn9C(=O)OC(C)(C)C)c8)c7F)cc6nc5c4)c3F)ccc21
3104,C[Si](C)(c1ccc(-c2cccnc2-c2cc(F)cc(F)c2)cc1)c1ccc(-c2cccnc2-c2cc(F)cc(F)c2)cc1
3105,Fc1cccc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c1-c1c(F)c(F)c(-c2c(F)cccc2-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c2nsnc12
3106,Fc1c(-c2ccc3oc(-c4cccc(-c5nccs5)c4F)cc3c2)cccc1-c1nccs1
3107,Cc1nc2c(-c3c(-c4ccc(-n5c6ccccc6c6ccccc65)c5ccccc45)cnn3C)c3nsnc3c(-c3c(-c4ccc(-n5c6ccccc6c6ccccc65)c5ccccc45)cnn3C)c2nc1C
3108,C[Si](C)(c1ccccc1-c1sccc1-c1ccc2[nH]ccc2c1)c1ccccc1-c1sccc1-c1ccc2[nH]ccc2c1
3109,FC(F)(F)c1cc(-c2ccc3[nH]ccc3c2)cc(-c2ccc(-c3cc(-c4ccc5[nH]ccc5c4)cc(C(F)(F)F)c3)o2)c1
3110,c1ccc2c(-n3c4ccccc4c4ccccc43)ccc(-c3ccsc3-c3ccc(-c4sccc4-c4ccc(-n5c6ccccc6c6ccccc65)c5ccccc45)nc3)c2c1
3111,c1ccc(-c2c(-c3ccnc(-n4c5ccccc5c5ccccc54)c3)cccc2-n2c3ccccc3c3ccccc32)c(Oc2ccccc2-c2c(-c3ccnc(-n4c5ccccc5c5ccccc54)c3)cccc2-n2c3ccccc3c3ccccc32)c1
3112,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3c(F)cccc3-c3cncc(S(C)(=O)=O)c3)ccc2-c2ccc(-c3c(F)cccc3-c3cncc(S(C)(=O)=O)c3)cc21
3113,Cn1ncc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c1-c1ccc([Si](C)(C)c2ccc(-c3c(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)cnn3C)cc2)cc1
3114,CC(C)(C)c1ccc2c(-c3sccc3-c3ccnc(F)c3)c3ccccc3c(-c3sccc3-c3ccnc(F)c3)c2c1
3115,C[Si](C)(c1ccc(-c2ccccc2-c2ccc3c(ccn3-c3cnccn3)c2)cc1)c1ccc(-c2ccccc2-c2ccc3c(ccn3-c3cnccn3)c2)cc1
3116,c1cc(-c2ccc(-c3cccc(-c4ccc5c(ccn5-c5cnccn5)c4)c3-n3c4ccccc4c4ccccc43)nc2)c(-n2c3ccccc3c3ccccc32)c(-c2ccc3c(ccn3-c3cnccn3)c2)c1
3117,CSc1cncc(-c2ccc(-c3ccc4c(c3)C3(c5ccccc5-c5ccccc53)c3cc(-c5ccc(-c6cncc(SC)c6)cc5)ccc3-4)cc2)c1
3118,CS(=O)(=O)c1cncc(-c2ccc(-c3ccc4nc5ccc(-c6ccc(-c7cncc(S(C)(=O)=O)c7)s6)cc5nc4c3)s2)c1
3119,Fc1ccc(-c2ccc(-c3ccc4oc(-c5ccc(-c6ccc(F)c7ccccc67)cc5)cc4c3)cc2)c2ccccc12
3120,Fc1cccc(-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)c1-c1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(-c3c(F)cccc3-c3cc(-n4c5ccccc5c5ccccc54)cc(-n4c5ccccc5c5ccccc54)c3)ccc1-2
3121,Cc1nc2c(-c3cccc(-c4cc(F)cc(F)c4)c3F)c3nsnc3c(-c3cccc(-c4cc(F)cc(F)c4)c3F)c2nc1C
3122,Fc1c(F)c(-c2c(-c3cc(-n4c5ccccc5c5ccccc54)cc(-n4c5ccccc5c5ccccc54)c3)cccc2-n2c3ccccc3c3ccccc32)c2nsnc2c1-c1c(-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)cccc1-n1c2ccccc2c2ccccc21
3123,Fc1c(-c2ccco2)cccc1-c1cc(Cl)c(-c2cccc(-c3ccco3)c2F)s1
3124,CSc1cncc(-c2cc(-c3c4ccccc4c(-c4cc(-c5cncc(SC)c5)cc(C(F)(F)F)c4)c4cc(C(C)(C)C)ccc34)cc(C(F)(F)F)c2)c1
3125,C[Si](C)(c1ccccc1-c1cccnc1-c1ccc2ncccc2c1)c1ccccc1-c1cccnc1-c1ccc2ncccc2c1
3126,C[Si](C)(c1ccccc1-c1c(-c2ccco2)cccc1-n1c2ccccc2c2ccccc21)c1ccccc1-c1c(-c2ccco2)cccc1-n1c2ccccc2c2ccccc21
3127,Cc1nc2c(-c3c(F)cccc3-c3ccc4[nH]ccc4c3)c3nsnc3c(-c3c(F)cccc3-c3ccc4[nH]ccc4c3)c2nc1C
3128,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc(-c4ccccc4[Si](C)(C)c4ccccc4-c4ccc(-c5ccc6c(ccn6C(=O)OC(C)(C)C)c5)s4)s3)ccc21
3129,CS(=O)(=O)c1cncc(-c2ccccc2-c2cnc3nc(-c4ccccc4-c4cncc(S(C)(=O)=O)c4)ccc3c2)c1
3130,Fc1cccc(-c2ccc3[nH]ccc3c2)c1-c1cc(-n2c3ccccc3c3ccccc32)c(-c2c(F)cccc2-c2ccc3[nH]ccc3c2)cc1-n1c2ccccc2c2ccccc21
3131,C[Si](C)(c1ccc(-c2ccccc2-c2ccc3[nH]ccc3c2)cc1)c1ccc(-c2ccccc2-c2ccc3[nH]ccc3c2)cc1
3132,c1cc(-c2ccc(-n3c4ccccc4c4ccccc43)c3ccccc23)c(-c2cc(-c3c(-c4ccc(-n5c6ccccc6c6ccccc65)c5ccccc45)cccc3-n3c4ccccc4c4ccccc43)c3ccccc3c2)c(-n2c3ccccc3c3ccccc32)c1
3133,CC(C)(C)OC(=O)n1ccc2cc(-c3cccc(-n4c5ccccc5c5ccccc54)c3-c3c(F)c(F)c(-c4c(-c5ccc6c(ccn6C(=O)OC(C)(C)C)c5)cccc4-n4c5ccccc5c5ccccc54)c4nsnc34)ccc21
3134,CS(=O)(=O)c1cncc(-c2cccc(-n3c4ccccc4c4ccccc43)c2-c2c(F)c(F)c(-c3c(-c4cncc(S(C)(=O)=O)c4)cccc3-n3c4ccccc4c4ccccc43)c3nsnc23)c1
3135,Fc1cccc(-c2nccs2)c1-c1ccccc1Oc1ccccc1-c1c(F)cccc1-c1nccs1
3136,Fc1ccc(-c2ccc(-c3ccccc3Oc3ccccc3-c3ccc(-c4ccc(F)c5ccccc45)s3)s2)c2ccccc12
3137,Cc1nc2c(-c3c(F)cccc3-c3ccc4c(ccn4C(=O)OC(C)(C)C)c3)c3nsnc3c(-c3c(F)cccc3-c3ccc4c(ccn4C(=O)OC(C)(C)C)c3)c2nc1C
3138,c1ccc2c(c1)c1ccccc1n2-c1cc(-c2ccc(-c3cc(-n4c5ccccc5c5ccccc54)c(-c4ccc(-c5cc(-n6c7ccccc7c7ccccc76)cc(-n6c7ccccc7c7ccccc76)c5)s4)cc3-n3c4ccccc4c4ccccc43)s2)cc(-n2c3ccccc3c3ccccc32)c1
3139,c1cc(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)c(-c2ccc(-c3c(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)cccc3-n3c4ccccc4c4ccccc43)nc2)c(-n2c3ccccc3c3ccccc32)c1
3140,c1cnc(-c2nccs2)c(-c2cc(-c3cccnc3-c3nccs3)c3ccccc3c2)c1
3141,CSc1cncc(-c2cccc(F)c2-c2c3nsnc3c(-c3c(F)cccc3-c3cncc(SC)c3)c3nc(C)c(C)nc23)c1
3142,Cn1ncc(-c2ccc3c(ccn3C(=O)OC(C)(C)C)c2)c1-c1ccc(-c2c(-c3ccc4c(ccn4C(=O)OC(C)(C)C)c3)cnn2C)nc1
3143,Clc1cc(Cl)c(-c2cc3cc(-c4cc(-n5c6ccccc6c6ccccc65)cc(-n5c6ccccc6c6ccccc65)c4)ccc3o2)cc1-c1cc2cc(-c3cc(-n4c5ccccc5c5ccccc54)cc(-n4c5ccccc5c5ccccc54)c3)ccc2o1
3144,CC(C)(C)c1ccc2c(-c3cccc(-c4ccc5ncccc5c4)c3-n3c4ccccc4c4ccccc43)c3ccccc3c(-c3cccc(-c4ccc5ncccc5c4)c3-n3c4ccccc4c4ccccc43)c2c1
3145,C[Si](C)(c1ccc(-c2ccc(-c3ccc(F)c4ccccc34)cc2)cc1)c1ccc(-c2ccc(-c3ccc(F)c4ccccc34)cc2)cc1
3146,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc4oc(-c5ccc(-c6cc7cc(-c8ccc9c(ccn9C(=O)OC(C)(C)C)c8)ccc7o6)o5)cc4c3)ccc21
3147,Fc1c(F)c(-c2cc3cc(-c4ccc(F)c5ccccc45)ccc3o2)c2nsnc2c1-c1cc2cc(-c3ccc(F)c4ccccc34)ccc2o1
3148,CSc1cncc(-c2cccc(-c3cc(Cl)c(-c4cccc(-c5cncc(SC)c5)c4F)s3)c2F)c1
3149,c1ccc2c(c1)-c1ccccc1C21c2cc(-c3cccnc3-c3ccc4c(ccn4-c4cnccn4)c3)ccc2-c2ccc(-c3cccnc3-c3ccc4c(ccn4-c4cnccn4)c3)cc21
3150,FC(F)(F)c1cc(-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)cc(-c2cc(-c3cc(-c4cc(-n5c6ccccc6c6ccccc65)cc(-n5c6ccccc6c6ccccc65)c4)cc(C(F)(F)F)c3)c3ccccc3c2)c1
3151,Fc1ccc(-c2cccc(-n3c4ccccc4c4ccccc43)c2-c2ccc3c(c2)C2(c4ccccc4-c4ccccc42)c2cc(-c4c(-c5ccc(F)c6ccccc56)cccc4-n4c5ccccc5c5ccccc54)ccc2-3)c2ccccc12
3152,CC(C)(C)c1ccc2c(-c3ccc(-c4ccc(-n5c6ccccc6c6ccccc65)c5ccccc45)s3)c3ccccc3c(-c3ccc(-c4ccc(-n5c6ccccc6c6ccccc65)c5ccccc45)s3)c2c1
3153,Cc1nc2c(-c3sccc3-c3ccc4[nH]ccc4c3)c3nsnc3c(-c3sccc3-c3ccc4[nH]ccc4c3)c2nc1C
3154,CC(C)(C)OC(=O)n1ccc2cc(-c3ccc(-c4cc(-n5c6ccccc6c6ccccc65)c(-c5ccc(-c6ccc7c(ccn7C(=O)OC(C)(C)C)c6)cc5)cc4-n4c5ccccc5c5ccccc54)cc3)ccc21
3155,Fc1cc(-c2cccc(-c3ccc(-c4cccc(-c5ccnc(F)c5)c4F)nc3)c2F)ccn1
3156,Fc1c(-c2ccc3nc4ccc(-c5cccc(-c6ccc(-n7c8ccccc8c8ccccc87)c7ccccc67)c5F)cc4nc3c2)cccc1-c1ccc(-n2c3ccccc3c3ccccc32)c2ccccc12
3157,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3ccc(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)cc3)ccc2-c2ccc(-c3ccc(-c4ccnc(-n5c6ccccc6c6ccccc65)c4)cc3)cc21
3158,Fc1cccc(-c2ccc(F)c3ccccc23)c1-c1ccc2nc3ccc(-c4c(F)cccc4-c4ccc(F)c5ccccc45)cc3nc2c1
3159,Fc1cc(-c2cc3cc(-c4ccco4)ccc3o2)c(F)cc1-c1cc2cc(-c3ccco3)ccc2o1
3160,Fc1c(-c2ccc3[nH]ccc3c2)cccc1-c1cc(-c2cccc(-c3ccc4[nH]ccc4c3)c2F)c2ccccc2c1
3161,Fc1cc(-c2cccc(F)c2-c2ccc3nc4ccc(-c5c(F)cccc5-c5ccnc(F)c5)cc4nc3c2)ccn1
3162,Clc1cc(Cl)c(-c2ccc(-c3cc(-n4c5ccccc5c5ccccc54)cc(-n4c5ccccc5c5ccccc54)c3)cc2)cc1-c1ccc(-c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)cc1
3163,CSc1cncc(-c2ncccc2-c2cc(F)c(-c3cccnc3-c3cncc(SC)c3)cc2F)c1
3164,CSc1cncc(-c2cccc(-c3ccc4oc(-c5cccc(-c6cncc(SC)c6)c5-n5c6ccccc6c6ccccc65)cc4c3)c2-n2c3ccccc3c3ccccc32)c1
3165,Fc1cc(F)cc(-c2cccc(-c3ccccc3Oc3ccccc3-c3cccc(-c4cc(F)cc(F)c4)c3-n3c4ccccc4c4ccccc43)c2-n2c3ccccc3c3ccccc32)c1
3166,Fc1ccc(-c2ccc(-c3cc(-n4c5ccccc5c5ccccc54)c(-c4ccc(-c5ccc(F)c6ccccc56)cc4)cc3-n3c4ccccc4c4ccccc43)cc2)c2ccccc12
3167,Fc1cc(F)cc(-c2cccc(-c3cc(-c4cccc(-c5cc(F)cc(F)c5)c4)c(Cl)cc3Cl)c2)c1
3168,C[Si](C)(c1ccc(-c2sccc2-c2ccc(F)c3ccccc23)cc1)c1ccc(-c2sccc2-c2ccc(F)c3ccccc23)cc1
3169,Cn1ncc(-c2ccnc(F)c2)c1-c1ccc(-c2c(-c3ccnc(F)c3)cnn2C)nc1
3170,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3cc4cc(-c5cc(Cl)ccc5Cl)ccc4o3)ccc2-c2ccc(-c3cc4cc(-c5cc(Cl)ccc5Cl)ccc4o3)cc21
3171,Fc1c(-c2ccnc(-n3c4ccccc4c4ccccc43)c2)cccc1-c1cc(Cl)c(-c2cccc(-c3ccnc(-n4c5ccccc5c5ccccc54)c3)c2F)s1
3172,CS(=O)(=O)c1cncc(-c2cccc(F)c2-c2cc(-n3c4ccccc4c4ccccc43)c(-c3c(F)cccc3-c3cncc(S(C)(=O)=O)c3)cc2-n2c3ccccc3c3ccccc32)c1
3173,c1coc(-c2cccc(-c3cc(-c4cccc(-c5ccco5)c4-n4c5ccccc5c5ccccc54)c4ccccc4c3)c2-n2c3ccccc3c3ccccc32)c1
3174,Cc1nc2c(-c3cccc(-c4cc(Cl)ccc4Cl)c3)c3nsnc3c(-c3cccc(-c4cc(Cl)ccc4Cl)c3)c2nc1C
3175,Fc1cc(-c2ccccc2-c2cc(-n3c4ccccc4c4ccccc43)c(-c3ccccc3-c3ccnc(F)c3)cc2-n2c3ccccc3c3ccccc32)ccn1
3176,Clc1ccc(Cl)c(-c2cccc(-n3c4ccccc4c4ccccc43)c2-c2ccc(-c3c(-c4cc(Cl)ccc4Cl)cccc3-n3c4ccccc4c4ccccc43)nc2)c1
